Id,UserId,Name,Date,Class,TagBased
1470,667,Teacher,2012-01-13T07:43:27.243,3,False
1474,283,Teacher,2012-01-13T15:35:25.013,3,False
1487,550,Teacher,2012-01-14T18:23:54.503,3,False
1514,696,Teacher,2012-01-21T21:33:40.743,3,False
1526,702,Teacher,2012-01-23T23:23:13.493,3,False
1527,700,Teacher,2012-01-23T23:38:18.303,3,False
1539,710,Teacher,2012-01-25T06:32:10.913,3,False
1543,621,Teacher,2012-01-25T21:46:54.790,3,False
1549,718,Teacher,2012-01-27T00:03:22.587,3,False
1552,640,Teacher,2012-01-27T17:43:00.110,3,False
1562,674,Teacher,2012-01-29T11:39:15.027,3,False
1578,732,Teacher,2012-02-01T09:06:13.380,3,False
1600,720,Teacher,2012-02-06T11:02:12.793,3,False
1609,746,Teacher,2012-02-07T02:07:08.570,3,False
1637,624,Teacher,2012-02-10T17:08:13.990,3,False
1644,765,Teacher,2012-02-13T06:12:16.873,3,False
1649,189,Teacher,2012-02-13T21:47:30.420,3,False
1653,724,Teacher,2012-02-14T13:36:57.120,3,False
1656,755,Teacher,2012-02-15T06:22:14.143,3,False
1664,715,Teacher,2012-02-16T16:07:03.823,3,False
1689,41,Teacher,2012-02-21T21:13:28.270,3,False
1697,538,Teacher,2012-02-24T09:17:31.677,3,False
1698,794,Teacher,2012-02-24T09:32:42.360,3,False
1704,790,Teacher,2012-02-25T03:22:39.880,3,False
1712,778,Teacher,2012-02-26T22:20:21.773,3,False
1721,803,Teacher,2012-02-28T18:14:29.417,3,False
1735,805,Teacher,2012-03-01T06:05:05.007,3,False
1736,807,Teacher,2012-03-01T07:10:18.663,3,False
1737,627,Teacher,2012-03-01T12:06:47.567,3,False
1743,783,Teacher,2012-03-02T20:02:17.710,3,False
1746,810,Teacher,2012-03-03T12:11:17.423,3,False
1806,834,Teacher,2012-03-13T07:44:57.500,3,False
1848,859,Teacher,2012-03-20T21:04:54.497,3,False
1877,865,Teacher,2012-03-27T17:01:54.880,3,False
1890,881,Teacher,2012-03-30T08:37:13.527,3,False
1915,897,Teacher,2012-04-04T23:20:56.890,3,False
1943,908,Teacher,2012-04-08T05:57:17.147,3,False
1951,911,Teacher,2012-04-09T16:33:05.217,3,False
1959,918,Teacher,2012-04-12T17:19:43.500,3,False
1984,930,Teacher,2012-04-15T21:28:32.453,3,False
1991,935,Teacher,2012-04-16T19:08:59.880,3,False
1995,901,Teacher,2012-04-17T19:39:38.173,3,False
2001,847,Teacher,2012-04-19T01:20:34.710,3,False
2004,941,Teacher,2012-04-19T21:56:03.737,3,False
2018,946,Teacher,2012-04-22T08:52:14.683,3,False
2053,969,Teacher,2012-05-05T04:52:28.203,3,False
2061,557,Teacher,2012-05-06T00:47:30.697,3,False
2074,981,Teacher,2012-05-07T15:08:03.520,3,False
2079,983,Teacher,2012-05-08T04:10:06.603,3,False
2080,984,Teacher,2012-05-08T06:15:22.023,3,False
2081,863,Teacher,2012-05-08T12:27:06.320,3,False
2082,940,Teacher,2012-05-08T19:59:55.543,3,False
2118,1006,Teacher,2012-05-14T13:59:08.187,3,False
2134,1014,Teacher,2012-05-16T10:44:53.533,3,False
2143,1021,Teacher,2012-05-18T05:31:10.023,3,False
2149,1028,Teacher,2012-05-19T15:02:17.463,3,False
2151,197,Teacher,2012-05-19T19:47:17.533,3,False
2175,1004,Teacher,2012-05-24T21:10:36.557,3,False
2176,1044,Teacher,2012-05-25T11:25:56.780,3,False
2183,1047,Teacher,2012-05-26T15:11:16.363,3,False
2193,953,Teacher,2012-05-28T03:01:29.267,3,False
2194,1052,Teacher,2012-05-28T08:56:30.347,3,False
2196,1054,Teacher,2012-05-28T21:36:58.073,3,False
2201,1055,Teacher,2012-05-30T04:27:45.563,3,False
2209,1016,Teacher,2012-05-31T13:58:01.000,3,False
2230,1070,Teacher,2012-06-05T07:04:37.030,3,False
2235,179,Teacher,2012-06-05T20:15:18.067,3,False
2262,663,Teacher,2012-06-09T10:37:21.513,3,False
2272,1064,Teacher,2012-06-12T11:58:55.357,3,False
2283,1022,Teacher,2012-06-14T18:44:55.777,3,False
2288,1009,Teacher,2012-06-15T04:45:27.123,3,False
2298,1107,Teacher,2012-06-17T03:25:42.273,3,False
2300,1110,Teacher,2012-06-17T15:40:50.653,3,False
2304,1117,Teacher,2012-06-18T17:06:19.020,3,False
2310,1119,Teacher,2012-06-19T13:52:17.460,3,False
2313,1115,Teacher,2012-06-19T14:07:17.503,3,False
2327,1122,Teacher,2012-06-20T17:22:30.740,3,False
2337,1128,Teacher,2012-06-22T22:53:29.607,3,False
2339,1132,Teacher,2012-06-23T23:24:00.183,3,False
2346,1138,Teacher,2012-06-25T16:24:59.147,3,False
2348,1134,Teacher,2012-06-25T20:05:04.293,3,False
2365,228,Teacher,2012-06-29T15:22:57.197,3,False
2366,874,Teacher,2012-06-29T16:28:08.927,3,False
2380,1154,Teacher,2012-07-03T11:05:19.710,3,False
2387,1159,Teacher,2012-07-04T17:25:58.267,3,False
2392,1162,Teacher,2012-07-05T11:17:18.040,3,False
2397,1169,Teacher,2012-07-07T04:27:31.927,3,False
2402,1172,Teacher,2012-07-08T00:06:11.193,3,False
2413,1175,Teacher,2012-07-10T13:33:59.583,3,False
2417,281,Teacher,2012-07-12T17:27:22.153,3,False
2426,1185,Teacher,2012-07-13T06:14:37.747,3,False
2430,1187,Teacher,2012-07-13T17:37:19.087,3,False
2444,1191,Teacher,2012-07-15T12:16:43.557,3,False
2458,1184,Teacher,2012-07-17T14:13:59.493,3,False
2459,1192,Teacher,2012-07-17T14:13:59.493,3,False
2463,1097,Teacher,2012-07-18T10:42:31.613,3,False
2474,146,Teacher,2012-07-19T18:12:40.427,3,False
2495,96,Teacher,2012-07-24T16:37:25.383,3,False
2540,707,Teacher,2012-08-04T21:28:29.017,3,False
2543,1227,Teacher,2012-08-05T12:11:13.160,3,False
2560,1228,Teacher,2012-08-07T17:30:37.370,3,False
2567,1241,Teacher,2012-08-08T19:18:21.237,3,False
2568,1244,Teacher,2012-08-09T13:16:40.933,3,False
2569,1245,Teacher,2012-08-09T16:27:08.000,3,False
2572,1247,Teacher,2012-08-10T06:34:06.340,3,False
2574,1249,Teacher,2012-08-11T06:53:46.987,3,False
2584,1255,Teacher,2012-08-14T18:37:31.767,3,False
2594,1262,Teacher,2012-08-17T11:34:04.793,3,False
2602,1266,Teacher,2012-08-20T17:12:46.980,3,False
2611,1165,Teacher,2012-08-21T19:55:03.067,3,False
2619,682,Teacher,2012-08-23T18:32:50.620,3,False
2627,1242,Teacher,2012-08-25T17:44:02.667,3,False
2634,1284,Teacher,2012-08-26T17:09:50.453,3,False
2641,1288,Teacher,2012-08-28T22:26:01.437,3,False
2647,1300,Teacher,2012-09-01T12:23:59.273,3,False
2648,1298,Teacher,2012-09-01T13:09:07.017,3,False
2658,1305,Teacher,2012-09-03T17:20:17.383,3,False
2692,1328,Teacher,2012-09-13T14:15:25.700,3,False
2758,425,Teacher,2012-09-18T14:32:41.567,3,False
2762,1337,Teacher,2012-09-19T11:28:48.550,3,False
2830,637,Teacher,2012-09-23T08:55:28.540,3,False
2834,1339,Teacher,2012-09-23T14:50:53.727,3,False
2837,1346,Teacher,2012-09-23T19:46:25.043,3,False
2871,1310,Teacher,2012-09-27T15:19:13.363,3,False
2885,1370,Teacher,2012-10-02T06:12:26.063,3,False
2899,1380,Teacher,2012-10-05T04:50:30.770,3,False
2915,1384,Teacher,2012-10-06T16:40:56.290,3,False
2916,1385,Teacher,2012-10-06T18:16:24.647,3,False
2939,1158,Teacher,2012-10-13T14:11:39.533,3,False
2940,1394,Teacher,2012-10-13T14:11:39.533,3,False
2943,1399,Teacher,2012-10-14T06:52:07.757,3,False
2948,1123,Teacher,2012-10-15T08:13:51.230,3,False
2955,1204,Teacher,2012-10-15T19:05:08.490,3,False
2982,478,Teacher,2012-10-19T21:24:00.147,3,False
2986,1426,Teacher,2012-10-21T05:40:28.200,3,False
2990,1429,Teacher,2012-10-21T14:25:28.717,3,False
2991,1424,Teacher,2012-10-21T15:50:29.033,3,False
2998,166,Teacher,2012-10-22T02:05:46.937,3,False
3007,1127,Teacher,2012-10-23T01:56:26.767,3,False
3039,1440,Teacher,2012-10-26T17:48:53.933,3,False
3042,1446,Teacher,2012-10-27T15:04:04.253,3,False
3051,1224,Teacher,2012-10-30T10:02:58.640,3,False
3052,1452,Teacher,2012-10-30T22:34:28.170,3,False
3054,1453,Teacher,2012-10-31T14:55:02.767,3,False
3065,1270,Teacher,2012-11-02T03:31:06.400,3,False
3085,1475,Teacher,2012-11-09T17:30:22.090,3,False
3095,1487,Teacher,2012-11-12T00:59:56.043,3,False
3097,1482,Teacher,2012-11-12T09:47:18.593,3,False
3101,1139,Teacher,2012-11-13T08:15:58.907,3,False
3106,1492,Teacher,2012-11-14T15:45:26.653,3,False
3114,1484,Teacher,2012-11-15T16:55:56.213,3,False
3127,1504,Teacher,2012-11-17T07:32:46.683,3,False
3140,1512,Teacher,2012-11-20T16:45:28.117,3,False
3142,1513,Teacher,2012-11-21T04:45:33.577,3,False
3143,1514,Teacher,2012-11-21T10:15:34.310,3,False
3150,105,Teacher,2012-11-22T21:58:24.497,3,False
3165,1524,Teacher,2012-11-25T07:49:18.940,3,False
3169,1525,Teacher,2012-11-26T00:24:46.417,3,False
3177,1531,Teacher,2012-11-28T21:00:17.737,3,False
3181,1538,Teacher,2012-11-30T20:55:49.423,3,False
3202,1469,Teacher,2012-12-04T18:21:55.333,3,False
3222,87,Teacher,2012-12-10T17:35:32.060,3,False
3228,1575,Teacher,2012-12-12T10:14:46.447,3,False
3239,914,Teacher,2012-12-14T01:17:31.640,3,False
3245,1586,Teacher,2012-12-15T03:52:54.800,3,False
3272,1600,Teacher,2012-12-20T01:20:46.160,3,False
3273,1601,Teacher,2012-12-20T04:55:47.313,3,False
3275,1074,Teacher,2012-12-20T11:46:17.537,3,False
3278,1573,Teacher,2012-12-20T11:51:21.437,3,False
3288,1605,Teacher,2012-12-21T12:16:40.303,3,False
3316,1617,Teacher,2012-12-29T07:58:50.740,3,False
3325,1619,Teacher,2012-12-31T03:11:59.800,3,False
3328,1625,Teacher,2013-01-01T04:37:22.147,3,False
3334,1626,Teacher,2013-01-02T14:20:35.787,3,False
3355,1296,Teacher,2013-01-06T02:54:01.570,3,False
3356,1649,Teacher,2013-01-06T14:20:08.357,3,False
3365,1654,Teacher,2013-01-08T13:00:48.387,3,False
3415,1676,Teacher,2013-01-16T01:05:52.077,3,False
3438,1200,Teacher,2013-01-20T18:31:43.950,3,False
3452,1618,Teacher,2013-01-24T18:57:59.967,3,False
3462,1703,Teacher,2013-01-26T22:56:15.697,3,False
3480,1707,Teacher,2013-01-28T15:25:17.303,3,False
3481,1685,Teacher,2013-01-28T17:20:17.623,3,False
3491,1702,Teacher,2013-01-30T00:30:35.467,3,False
3523,1732,Teacher,2013-02-05T12:39:46.063,3,False
3536,1689,Teacher,2013-02-07T03:50:34.500,3,False
3564,1758,Teacher,2013-02-13T12:51:21.030,3,False
3573,1651,Teacher,2013-02-16T05:52:34.670,3,False
3586,1773,Teacher,2013-02-17T14:50:21.700,3,False
3600,691,Teacher,2013-02-18T23:04:00.507,3,False
3608,1754,Teacher,2013-02-20T09:43:43.143,3,False
3624,1791,Teacher,2013-02-23T22:02:24.570,3,False
3629,1792,Teacher,2013-02-24T02:43:19.913,3,False
3636,1785,Teacher,2013-02-24T22:08:47.530,3,False
3639,1756,Teacher,2013-02-25T17:53:10.543,3,False
3645,1799,Teacher,2013-02-25T23:34:36.083,3,False
3646,1800,Teacher,2013-02-26T00:14:42.413,3,False
3654,1393,Teacher,2013-02-26T19:53:29.017,3,False
3658,1802,Teacher,2013-02-26T22:39:21.917,3,False
3659,1803,Teacher,2013-02-26T22:39:21.917,3,False
3660,1793,Teacher,2013-02-27T08:31:42.577,3,False
3665,1767,Teacher,2013-02-27T23:20:00.917,3,False
3670,1081,Teacher,2013-03-01T17:52:07.443,3,False
3674,1815,Teacher,2013-03-02T18:43:58.357,3,False
3678,1686,Teacher,2013-03-03T03:59:13.473,3,False
3679,1822,Teacher,2013-03-03T13:26:00.643,3,False
3695,1829,Teacher,2013-03-06T17:12:29.057,3,False
3710,1597,Teacher,2013-03-09T01:03:18.907,3,False
3723,1837,Teacher,2013-03-12T03:02:04.637,3,False
3726,1852,Teacher,2013-03-12T06:22:57.610,3,False
3761,1872,Teacher,2013-03-20T13:51:45.960,3,False
3763,1877,Teacher,2013-03-20T16:17:17.747,3,False
3774,1776,Teacher,2013-03-23T14:34:44.433,3,False
3782,1901,Teacher,2013-03-27T04:39:24.287,3,False
3786,1904,Teacher,2013-03-28T12:16:52.427,3,False
3792,1907,Teacher,2013-03-29T02:30:08.427,3,False
3817,1924,Teacher,2013-04-02T12:36:26.610,3,False
3840,1935,Teacher,2013-04-07T00:49:42.127,3,False
3844,1937,Teacher,2013-04-08T02:33:11.917,3,False
3865,1955,Teacher,2013-04-13T21:58:05.693,3,False
3874,1961,Teacher,2013-04-15T19:17:18.647,3,False
3888,1975,Teacher,2013-04-19T01:22:39.047,3,False
3910,1985,Teacher,2013-04-22T23:13:50.517,3,False
3924,1768,Teacher,2013-04-25T14:15:55.567,3,False
3932,2001,Teacher,2013-04-27T18:35:29.463,3,False
3941,533,Teacher,2013-04-29T08:38:35.380,3,False
3959,958,Teacher,2013-05-07T15:32:11.937,3,False
3970,2040,Teacher,2013-05-09T12:17:30.453,3,False
3979,1832,Teacher,2013-05-11T11:57:01.313,3,False
3992,1662,Teacher,2013-05-12T06:28:55.940,3,False
3993,2048,Teacher,2013-05-12T10:30:01.873,3,False
3996,2020,Teacher,2013-05-12T20:32:44.443,3,False
4033,2074,Teacher,2013-05-19T19:58:58.820,3,False
4052,2097,Teacher,2013-05-24T02:24:08.940,3,False
4058,2104,Teacher,2013-05-27T02:17:13.053,3,False
4059,2105,Teacher,2013-05-27T02:22:13.077,3,False
4081,2121,Teacher,2013-06-01T09:42:11.113,3,False
4096,2129,Teacher,2013-06-04T15:43:50.783,3,False
4098,1616,Teacher,2013-06-04T20:55:21.957,3,False
4099,2132,Teacher,2013-06-05T03:02:39.930,3,False
4105,2135,Teacher,2013-06-06T02:28:29.660,3,False
4132,2152,Teacher,2013-06-16T02:46:42.227,3,False
4157,2174,Teacher,2013-06-19T12:50:57.743,3,False
4169,2180,Teacher,2013-06-22T10:51:05.870,3,False
4175,1581,Teacher,2013-06-23T20:27:03.533,3,False
4185,2189,Teacher,2013-06-25T02:32:24.177,3,False
4202,1895,Teacher,2013-06-28T07:32:12.797,3,False
4224,2211,Teacher,2013-07-02T14:13:14.940,3,False
4226,2213,Teacher,2013-07-02T14:18:15.213,3,False
4228,2085,Teacher,2013-07-02T14:23:14.893,3,False
4241,2212,Teacher,2013-07-03T21:11:36.303,3,False
4242,2218,Teacher,2013-07-03T23:22:10.810,3,False
4263,2231,Teacher,2013-07-08T18:39:24.823,3,False
4264,2008,Teacher,2013-07-08T20:09:47.633,3,False
4270,2234,Teacher,2013-07-09T01:36:33.647,3,False
4290,2247,Teacher,2013-07-15T00:38:52.020,3,False
4293,2250,Teacher,2013-07-16T03:06:49.280,3,False
4298,2251,Teacher,2013-07-16T15:21:07.787,3,False
4299,2252,Teacher,2013-07-16T19:12:33.467,3,False
4305,1611,Teacher,2013-07-19T10:29:56.890,3,False
4321,2278,Teacher,2013-07-22T18:04:37.857,3,False
4327,2279,Teacher,2013-07-23T19:53:59.000,3,False
4360,740,Teacher,2013-07-31T19:00:42.223,3,False
4364,2303,Teacher,2013-08-01T08:34:44.443,3,False
4376,2313,Teacher,2013-08-06T00:11:17.563,3,False
4377,2321,Teacher,2013-08-06T00:16:17.947,3,False
4379,2322,Teacher,2013-08-06T00:21:18.513,3,False
4389,2327,Teacher,2013-08-07T01:28:32.557,3,False
4391,2328,Teacher,2013-08-07T13:01:15.690,3,False
4410,1835,Teacher,2013-08-09T13:57:25.860,3,False
4422,990,Teacher,2013-08-10T14:04:13.610,3,False
4425,2339,Teacher,2013-08-10T15:44:34.263,3,False
4431,2334,Teacher,2013-08-10T17:50:01.467,3,False
4432,2341,Teacher,2013-08-10T17:50:01.467,3,False
4442,2347,Teacher,2013-08-11T10:35:07.117,3,False
4447,489,Teacher,2013-08-11T13:45:59.907,3,False
4450,971,Teacher,2013-08-11T18:47:18.037,3,False
4461,2354,Teacher,2013-08-12T09:16:16.857,3,False
4468,2307,Teacher,2013-08-12T16:23:07.110,3,False
4470,2358,Teacher,2013-08-12T17:53:41.453,3,False
4490,518,Teacher,2013-08-15T22:17:28.937,3,False
4498,1990,Teacher,2013-08-16T11:52:05.967,3,False
4505,2373,Teacher,2013-08-17T07:08:06.420,3,False
4512,2367,Teacher,2013-08-19T03:39:16.317,3,False
4520,1740,Teacher,2013-08-21T22:18:43.380,3,False
4569,2398,Teacher,2013-08-27T20:07:14.337,3,False
4572,2410,Teacher,2013-08-28T07:21:01.367,3,False
4575,2411,Teacher,2013-08-28T19:35:09.730,3,False
4590,2419,Teacher,2013-08-31T09:57:53.010,3,False
4591,120,Teacher,2013-08-31T16:09:41.583,3,False
4630,2447,Teacher,2013-09-08T15:30:32.633,3,False
4637,2451,Teacher,2013-09-09T21:26:16.663,3,False
4652,2456,Teacher,2013-09-12T07:07:41.280,3,False
4680,2463,Teacher,2013-09-13T22:30:03.880,3,False
4704,2471,Teacher,2013-09-16T16:12:51.220,3,False
4707,2480,Teacher,2013-09-17T10:37:55.440,3,False
4728,2490,Teacher,2013-09-20T17:02:38.543,3,False
4759,2508,Teacher,2013-09-26T06:06:26.553,3,False
4772,2511,Teacher,2013-09-26T20:21:13.670,3,False
4812,2534,Teacher,2013-10-02T10:57:22.863,3,False
4842,2555,Teacher,2013-10-07T11:36:51.790,3,False
4845,2402,Teacher,2013-10-07T11:41:51.940,3,False
4851,2556,Teacher,2013-10-07T19:34:12.300,3,False
4853,2558,Teacher,2013-10-07T20:09:18.367,3,False
4875,2568,Teacher,2013-10-09T22:41:21.553,3,False
4877,2576,Teacher,2013-10-10T08:51:49.600,3,False
4884,2571,Teacher,2013-10-10T22:10:19.603,3,False
4902,2582,Teacher,2013-10-12T09:34:08.353,3,False
4906,2584,Teacher,2013-10-12T15:42:21.420,3,False
4907,2586,Teacher,2013-10-12T19:28:15.447,3,False
4918,2597,Teacher,2013-10-15T05:18:15.140,3,False
4924,2600,Teacher,2013-10-16T01:14:53.963,3,False
4930,2609,Teacher,2013-10-19T22:23:37.293,3,False
4939,2611,Teacher,2013-10-21T21:55:14.020,3,False
4944,2619,Teacher,2013-10-22T11:14:11.210,3,False
4945,2621,Teacher,2013-10-22T11:19:24.930,3,False
4959,517,Teacher,2013-10-25T16:30:41.667,3,False
4969,2516,Teacher,2013-10-29T05:21:18.247,3,False
4977,2652,Teacher,2013-10-30T14:26:39.193,3,False
4988,2646,Teacher,2013-11-01T02:57:57.200,3,False
4999,2669,Teacher,2013-11-03T02:56:21.553,3,False
5000,2671,Teacher,2013-11-03T02:56:21.553,3,False
5002,2670,Teacher,2013-11-03T03:16:21.773,3,False
5008,2644,Teacher,2013-11-03T22:07:24.840,3,False
5020,2687,Teacher,2013-11-06T00:22:47.370,3,False
5023,2689,Teacher,2013-11-06T08:34:58.347,3,False
5026,2688,Teacher,2013-11-06T09:05:09.887,3,False
5048,2705,Teacher,2013-11-10T21:16:17.210,3,False
5055,2709,Teacher,2013-11-12T08:37:07.550,3,False
5063,2715,Teacher,2013-11-13T14:06:47.137,3,False
5064,2717,Teacher,2013-11-13T19:02:19.833,3,False
5066,2612,Teacher,2013-11-13T21:57:19.000,3,False
5086,2708,Teacher,2013-11-16T17:45:24.980,3,False
5109,2653,Teacher,2013-11-21T22:35:29.740,3,False
5111,2757,Teacher,2013-11-22T14:16:38.493,3,False
